id,food_type
360982,Chinese
360982,Juices
360982,Ice Cream
361065,Bakery
361065,Desserts
361065,Snacks
361068,Indian
361070,South Indian
361273,American
361308,North Indian
361308,Fast Food
361308,Punjabi
361308,Chinese
361360,Snacks  Beverages
361367,Chinese
361367,Indian
361397,Desserts  Bakery
361398,Beverages
361398,Snacks
361398,Fast Food
361398,Desserts
361497,Chinese
361497,Fast Food
361497,Malaysian
361497,Asian
361497,Indian
361497,Beverages
361497,Snacks
361497,Desserts
361497,Combo
361498,Chinese
361498,Asian
361498,Combo
361498,Tibetan
361498,Oriental
361498,Thai
361498,Pan-Asian
361532,Biryani
361532,North Indian
361536,Chinese  Asian
361537,Tandoor
361537,Indian
361543,Biryani
361543,Mughlai
361543,North Indian
361543,Tandoor
361549,Chinese
361549,Continental
361549,Fast Food
361556,Continental
361556,Pizzas
361556,Chinese
361558,Bakery
361592,Fast Food
361592,Italian
361592,Chinese
361592,Snacks
361647,Indian
361647,Chinese
361647,Tandoor
361647,Fast Food
361647,Biryani
361653,North Indian
361653,Tandoor
361653,Biryani
361653,Mughlai
361654,Chinese
361654,Fast Food
361654,Thai
361692,Andhra
361692,Indian
361692,Tandoor
361692,Beverages
361692,Chinese
361692,Biryani
361692,Hyderabadi
361700,Fast Food
361700,Mexican
361700,Beverages
361700,Desserts
361775,North Indian
361775,South Indian
361862,Ice Cream  Desserts
361866,Bengali
361866,Chinese
361951,Chinese
361951,Continental
361972,Indian
361972,Chinese
362050,South Indian
362068,Chinese
362068,Arabian
362068,Fast Food
362274,Chinese
362274,Fast Food
362276,Fast Food
362276,Indian
362276,Chinese
362280,Biryani
362280,Mughlai
362280,Tandoor
362280,North Indian
362280,Combo
362286,Chinese
362286,Fast Food
362286,Indian
362287,Fast Food
362287,Chinese
362287,Indian
362300,North Indian
362300,Biryani
362300,Mughlai
362300,Tandoor
362304,Indian
362307,North Indian  Desserts  Biryani
362318,Biryani
362366,Chinese
362366,Indian
362366,Italian
362366,Chaat
362543,Maharashtrian
362543,Seafood
362543,Malwani
362591,Chinese
362591,North Indian
362591,Continental
362591,Salads
362599,North Indian
362599,Fast Food
362599,Snacks
362599,Desserts
362599,Beverages
362599,Street Food
362599,Combo
362612,Indian
362612,Chinese
362752,Italian
362752,Pastas
362752,Pizzas
362752,Desserts
362972,South Indian
362976,Snacks
362976,South Indian
362976,Beverages
363011,Arabian
363011,Barbecue
363011,Afghani
363011,Combo
363011,Greek
363011,Grill
363085,Fast Food
363085,Chinese
363085,Beverages
363340,Chinese
363340,South Indian
363359,Biryani
363359,Chinese
363359,South Indian
363380,Desserts
363604,Continental
363604,Italian
363639,Indian
363690,Beverages
363690,Desserts
363697,Fast Food
363697,Indian
363699,Indian  South Indian  Chinese
363787,North Indian
363787,Snacks
363787,Pastas
363787,Fast Food
363950,North Indian  Tandoor  Biryani
364054,Fast Food
364054,Combo
364099,Desserts
364099,Bakery
364144,Paan
364144,Beverages
364144,Desserts
364331,South Indian
364331,North Indian
364331,Tandoor
364331,Mediterranean
364331,Continental
364331,Mongolian
364503,Indian
364503,Asian
364503,Chinese
364503,Desserts
364503,Beverages
364503,Biryani
364600,Indian
364600,Fast Food
364641,Continental
364641,Asian
364641,Italian
364658,Fast Food
364659,Fast Food
364660,Pizzas
364709,Bakery
364735,Snacks
364735,Pastas
364735,Fast Food
364735,Combo
364741,Indian  Tandoor  Biryani
364811,Biryani
364812,Beverages
364812,Juices
364813,Pastas
364970,Pizzas
365132,Ice Cream
365155,Chinese
365155,Indian
365222,Chinese
365222,North Indian
365222,Indian
365297,Continental
365297,Pastas
365297,Pizzas
365297,Beverages
365297,Desserts
365297,Italian
365297,American
365324,Fast Food
365324,Street Food
365324,Snacks
365324,Beverages
365324,Indian
365354,Fast Food
365354,Beverages
365354,Snacks
365431,Street Food
365431,Indian
365431,South Indian
365431,Snacks
365525,Asian
365525,Chinese
365525,Thai
365593,Desserts  Haleem  Home Food  Healthy Food  Fast Food  Sweets  Beverages
365595,Chaat
365680,Snacks
365680,Beverages
365680,Chinese
365769,Continental
365769,Chinese
365769,Desserts
365818,Desserts
365818,Ice Cream
365818,Healthy Food
365960,South Indian
365960,Indian
365960,Chinese
365960,Snacks
366015,Indian
366015,Thalis
366015,Combo
366015,Beverages
366043,Biryani
366043,Chinese
366043,Indian
366098,Bakery
366098,Desserts
366251,North Indian
366304,Indian
366441,Chinese
366441,Biryani
366441,Chaat
366441,Beverages
366566,South Indian
366566,Chinese
366566,Desserts
366571,Chinese
366571,Combo
366583,Indian
366583,Thalis
366583,Beverages
366598,North Indian
366598,Punjabi
366698,North Indian
366698,Punjabi
366698,Snacks
366706,Continental
366706,Italian
366706,Pizzas
366706,South Indian
366706,Beverages
366706,Snacks
366707,Indian  North Indian  Tandoor  Mughlai  Desserts
366828,Sweets  Desserts  Chaat  Snacks  Bakery
366834,Arabian
366834,Lebanese
366834,Street Food
366927,Indian
366947,Arabian
366947,Biryani
366947,Chinese
366976,Combo
366976,Pizzas
366976,Pastas
367017,Fast Food
367017,Street Food
367017,Snacks
367017,Chinese
367042,Snacks  South Indian  Chaat  Chinese  Indian  Tandoor
367108,Fast Food
367127,South Indian
367127,North Indian
367127,Chinese
367127,Beverages
367127,Chaat
367297,North Indian
367297,American
367297,European
367297,Asian
367381,Bakery
367381,Desserts
367381,Snacks
367543,Beverages
367543,Ice Cream
367543,Desserts
367602,Pizzas
367602,Italian
367602,Continental
367602,American
367602,Desserts
367704,Italian
367704,Pizzas
367704,Pastas
367704,Desserts
367704,Beverages
367733,Desserts
367733,Bakery
367733,Juices
367760,Chaat  Snacks  Beverages
367769,Biryani
367769,Tandoor
367769,Chinese
367769,North Indian
367769,Desserts
367769,Kebabs
367769,Mughlai
367793,North Indian
367793,Chinese
367793,Combo
367938,South Indian
367946,Indian
367946,Chinese
367965,Thalis
367965,Biryani
367965,Bengali
367965,Snacks
368003,Fast Food
368032,Asian
368032,Chinese
368032,Thai
368032,Pan-Asian
368072,Kebabs
368072,Chinese
368072,Tandoor
368072,Grill
368251,Pizzas
368307,Chinese
368307,Biryani
368307,Kebabs
368307,South Indian
368307,Beverages
368427,North Indian
368427,Thalis
368427,Punjabi
368427,Combo
368434,Street Food  South Indian
368565,Indian
368565,Chinese
368565,Tandoor
368576,Chinese
368576,Thai
368576,Seafood
368576,Asian
368576,Combo
368576,Healthy Food
368576,Beverages
368585,Snacks
368651,Chinese
368651,Continental
368651,Tandoor
368721,Fast Food  Snacks  Indian  Beverages
368887,Beverages
368887,Continental
368887,Italian
368887,Desserts
368898,Indian
368898,Tandoor
368898,Kebabs
368898,Biryani
368898,Chinese
368898,Salads
368898,Beverages
368923,Chinese
368949,Paan  Sweets  Fast Food
368980,Chinese
369003,Beverages
369008,Chinese
369008,Mughlai
369008,Fast Food
369008,Beverages
369058,Desserts
369058,Ice Cream
369079,Indian
369079,Tandoor
369079,Pastas
369079,Asian
369079,Desserts
369124,Desserts
369124,Bakery
369125,Desserts
369152,North Indian
369152,Biryani
369152,Tandoor
369152,Chinese
369174,North Indian
369174,Mughlai
369174,Biryani
369174,Kebabs
369174,Desserts
369202,Indian
369202,North Indian
369202,Awadhi
369202,Mughlai
369202,Kebabs
369202,Biryani
369224,Indian
369224,Bengali
369224,Kebabs
369224,Snacks
369224,Combo
369228,Chinese
369228,Italian
369228,Snacks
369228,Fast Food
369270,Indian
369448,Indian
369448,Bengali
369497,Fast Food
369497,Snacks
369497,Beverages
369497,Juices
369497,Chaat
369497,Pizzas
369497,Continental
369509,Chinese
369520,Indian
369534,Street Food
369534,Indian
369534,Chinese
369642,Indian
369743,Chinese
369743,Beverages
369795,Fast Food
369795,Mughlai
369795,Lebanese
369795,Chaat
369795,Snacks
369795,Desserts
369949,Arabian
369949,Lebanese
369949,Beverages
369949,Juices
369953,Snacks
369953,Biryani
369953,Fast Food
369970,Pizzas
369970,American
369970,Italian
369970,Snacks
369997,Fast Food
369997,Beverages
370009,Chinese
370009,Continental
370024,Street Food  Indian  Beverages
370034,Beverages
370034,Juices
370034,South Indian
370128,Bengali
370128,Combo
370128,Thalis
370128,Snacks
370128,Beverages
370128,American
370128,Chinese
370128,Oriental
370144,Indian
370235,Pizzas
370235,Italian
370235,Desserts
370235,Beverages
370235,Continental
370238,North Indian
370238,Biryani
370238,Mughlai
370238,Tandoor
370238,Snacks
370258,Pizzas
370258,Continental
370293,Chinese
370318,Biryani
370318,Chinese
370337,Beverages
370337,Ice Cream
370337,Desserts
370337,Healthy Food
370359,Japanese
370359,Pan-Asian
370359,Thai
370359,Sushi
370359,Chinese
370370,Mughlai
370370,North Indian
370370,Tandoor
370418,Indian
370419,Continental
370419,Fast Food
370420,Indian
370442,Cafe
370442,Beverages
370442,Bakery
370442,Continental
370442,Desserts
370442,Healthy Food
370442,European
370471,Oriental
370471,Indian
370471,Continental
370471,Italian
370471,Beverages
370527,Fast Food
370527,Snacks
370573,Indian
370682,Italian
370682,Pizzas
370682,Pastas
370682,Fast Food
370682,Desserts
370682,Beverages
370690,Fast Food
370690,Beverages
370690,Juices
370704,North Indian
370704,Biryani
370704,Kebabs
370704,Indian
370704,Mughlai
370704,Seafood
370704,Desserts
370704,Beverages
370720,Juices
370720,Snacks
370900,Juices
370900,Beverages
370900,Snacks
370900,Desserts
370913,Indian
371085,Ice Cream
371085,Bakery
371085,Desserts
371156,South Indian
371156,North Indian
371156,Chinese
371203,South Indian
371242,Chinese  Pan-Asian  Tibetan  Oriental  Mongolian
371249,Chinese
371249,Biryani
371249,Snacks
371249,Combo
371249,Seafood
371351,South Indian
371393,Bakery
371401,North Indian
371401,Fast Food
371401,Punjabi
371401,Tandoor
371401,Desserts
371401,Ice Cream
371595,Asian
371595,Chinese
371595,Tibetan
371595,North Eastern
371595,Beverages
371595,Fast Food
371595,Street Food
371652,Desserts
371652,Sweets
371652,Bakery
371678,Beverages
371678,Snacks
371678,Pizzas
371698,Desserts  Bakery  Beverages
371701,Chinese
371701,Continental
371701,Italian
371701,Pastas
371701,Pizzas
371702,Continental
371795,Chinese
371795,Snacks
371795,Combo
371799,Indian
371809,Bakery
371809,Desserts
371825,Indian
371825,Biryani
371825,Seafood
371856,North Indian
371856,Indian
372027,Chinese
372027,Indian
372027,Salads
372027,Beverages
372149,North Indian
372149,Mughlai
372149,Chinese
372149,Continental
372200,Indian
372208,Fast Food
372208,American
372208,Snacks
372208,Beverages
372279,Beverages
372279,Ice Cream
372279,Desserts
372310,Australian
372310,Bakery
372310,Snacks
372329,Chinese
372329,Seafood
372329,Salads
372329,Indian
372429,Continental
372429,Desserts
372429,Beverages
372462,Chinese
372462,North Indian
372476,Rajasthani
372495,Pizzas
372495,Fast Food
372495,Beverages
372498,Indian
372498,Chinese
372498,Continental
372498,Pizzas
372498,Biryani
372498,Bakery
372527,Chinese
372536,Chinese
372550,Street Food
372562,Bengali
372562,Indian
372562,Combo
372603,Chinese
372603,Indian
372603,Salads
372603,South Indian
372603,Desserts
372612,Chinese
372612,Italian
372612,Indian
372669,Grill
372669,Seafood
372669,Arabian
372861,Beverages
372861,Ice Cream
372861,Continental
372902,Ice Cream
372902,Healthy Food
372902,Keto
372902,Desserts
372902,Snacks
372902,Beverages
372902,Bakery
372994,Ice Cream
372994,Beverages
372994,Snacks
373000,Chinese
373000,North Indian
373000,Pastas
373099,North Indian
373099,Tandoor
373099,Punjabi
373104,North Indian
373277,Chinese
373277,North Indian
373277,Tandoor
373280,Indian
373312,Chinese
373312,Combo
373312,Desserts
373312,Beverages
373344,Fast Food  Pizzas  Pastas  Beverages  Desserts
373466,Fast Food
373466,Beverages
373468,Mangalorean
373468,Seafood
373468,South Indian
373468,Desserts
373510,North Indian  Tandoor  Chinese  Seafood  Biryani
373563,Chinese
373563,Oriental
373563,Fast Food
373563,Combo
373731,Street Food
373731,Indian
373731,Chinese
373731,Biryani
373737,South Indian
373756,Fast Food
373756,Snacks
373756,Beverages
373836,Mexican
373963,North Indian
373963,Biryani
373963,Mughlai
373963,Bengali
373963,Snacks
373986,Indian
374027,Indian
374027,Seafood
374027,Biryani
374027,Thalis
374028,Beverages
374028,European
374028,Combo
374107,Sushi
374113,Italian-American
374134,Bakery
374134,Desserts
374134,Fast Food
374134,Snacks
374165,Fast Food
374165,American
374173,Indian
374173,Chinese
374173,Burmese
374208,Fast Food
374208,American
374213,Snacks
374213,Fast Food
374315,Lebanese
374317,Chinese
374317,Thai
374317,Asian
374318,Mexican
374351,Ice Cream
374368,Italian
374368,Snacks
374402,European
374402,Continental
374517,Continental
374517,Beverages
374531,Fast Food
374548,Chinese
374548,Indian
374548,Thalis
374548,Combo
374615,Chinese  Biryani  Indian  Tandoor  Desserts
374649,North Indian
374649,Indian
374649,Gujarati
374649,Snacks
374649,Fast Food
374649,Street Food
374840,Chinese
374962,Bakery
374962,Desserts
375044,Indian
375044,Tandoor
375119,South Indian
375119,Beverages
375137,Indian
375219,Chinese
375219,Tandoor
375219,Indian
375297,Bakery  Desserts
375321,North Indian
375322,North Indian
375326,North Indian
375326,Chinese
375329,North Indian
375337,North Indian
375382,Ice Cream
375382,Healthy Food
375382,Keto
375382,Desserts
375382,Snacks
375382,Beverages
375382,Bakery
375404,South Indian
375404,Home Food
375404,Healthy Food
375404,Desserts
375485,Beverages
375485,Juices
375491,Fast Food
375544,Bengali
375576,North Indian
375592,North Indian
375592,South Indian
375592,Biryani
375593,American
375593,Desserts
375593,Beverages
375637,Chinese
375637,Thai
375657,Chinese
375674,North Indian
375675,Beverages
375676,Continental
375676,American
375676,Italian
375676,Beverages
375676,Desserts
375676,Healthy Food
375733,North Indian
375750,North Indian
375750,Indian
375750,Snacks
375750,Beverages
375753,South Indian
375753,Beverages
375776,Fast Food
375776,Beverages
375776,American
375783,Chinese
375783,Fast Food
375783,Snacks
375783,Beverages
375792,Street Food
375792,Snacks
375828,Pan-Asian
375828,Continental
375828,Punjabi
375828,North Indian
375855,Beverages
375855,Desserts
375881,Biryani
375881,Tandoor
375881,Indian
375881,North Indian
375941,North Indian
375941,Chinese
375941,Oriental
375941,Italian
375941,Biryani
375941,Kebabs
375941,Healthy Food
375941,Desserts
375941,Beverages
375945,American
375945,Fast Food
375945,Beverages
375945,Pizzas
375945,Snacks
375945,Juices
375945,Desserts
375967,Pizzas
375967,Fast Food
375967,Italian
375985,Pizzas
375985,Mexican
375985,Chinese
375985,Fast Food
375985,Combo
375997,Ice Cream
375997,Healthy Food
375997,Keto
375997,Desserts
375997,Snacks
375997,Beverages
375997,Bakery
376009,Indian
376009,Biryani
376009,Chinese
376069,Chinese
376099,South Indian
376099,Chinese
376140,Indian
376140,Chinese
376140,Desserts
376140,Beverages
376140,Biryani
376161,Chinese
376168,Ice Cream
376188,Beverages
376188,Juices
376188,Snacks
376190,South Indian
376190,Biryani
376202,Asian
376202,Thai
376239,Bakery
376239,Desserts
376240,Continental
376240,Italian
376240,North Indian
376244,American
376244,Fast Food
376260,Biryani
376260,South Indian
376260,North Indian
376269,Continental
376269,Beverages
376361,Indian  North Indian  Chinese  Snacks  Chaat  Thalis  Combo
376364,North Indian
376412,Ice Cream
376412,Desserts
376412,Beverages
376424,Fast Food
376424,Pastas
376424,Combo
376436,Indian
376436,Chinese
376436,Italian
376466,Fast Food
376466,Pizzas
376466,Beverages
376487,Biryani
376487,South Indian
376487,Chinese
376487,Seafood
376491,Desserts
376491,Beverages
376491,Snacks
376615,North Indian
376615,Punjabi
376615,Chinese
376616,Mexican
376616,Continental
376616,Italian
376629,Chinese
376629,Thai
376629,North Indian
376629,Biryani
376629,South Indian
376629,Maharashtrian
376629,Snacks
376629,Combo
376645,Biryani
376645,Indian
376645,Chinese
376645,Tandoor
376664,Snacks  Fast Food  Desserts  Beverages
376665,Chinese
376665,Biryani
376665,Indian
376683,Continental  Beverages  Ice Cream
376701,Indian  Chinese  South Indian  Bengali  Snacks
376908,Indian
376908,Snacks
376913,North Indian
376913,Indian
376914,Desserts
376914,Bakery
376914,Beverages
376952,Asian
376952,Chinese
376952,Continental
376990,Bakery
376990,Desserts
377056,Biryani
377056,Italian
377056,Chinese
377065,Indian
377134,Chinese
377134,South Indian
377134,Andhra
377134,Biryani
377134,Desserts
377149,Indian
377149,Beverages
377149,Snacks
377176,Tibetan
377176,Fast Food
377176,Healthy Food
377176,Asian
377176,Chinese
377176,Snacks
377176,Continental
377176,Desserts
377176,Beverages
377203,Bakery
377203,Desserts
377204,Chinese
377204,Continental
377204,Indian
377204,Combo
377226,Thalis
377226,Biryani
377305,Arabian
377305,Lebanese
377312,Indian
377312,Continental
377315,American
377315,Fast Food
377316,South Indian
377350,Chinese
377350,Indian
377350,Snacks
377432,South Indian
377445,Chinese  Japanese  Pan-Asian  Tibetan  Asian  Beverages
377576,Indian
377576,Continental
377576,Desserts
377576,Beverages
377616,Snacks
377616,Chaat
377616,Fast Food
377625,Biryani
377625,Indian
377778,Sweets  Snacks
377818,Biryani
377818,South Indian
377857,Chinese
377857,Indian
377877,Street Food
377877,Chinese
377877,Indian
377889,Continental
377889,Italian
377889,Snacks
377889,Beverages
378002,South Indian
378029,Fast Food
378029,North Indian
378029,Italian
378029,Beverages
378076,Haleem
378112,Indian
378117,Bakery
378117,Desserts
378117,Beverages
378150,Chinese
378154,Italian
378154,Pizzas
378154,Continental
378154,Italian-American
378157,Tandoor
378157,Snacks
378157,Biryani
378205,Chinese
378205,Thai
378205,Asian
378321,Indian
378321,Tandoor
378321,Chinese
378370,Continental
378370,Italian
378411,Indian
378411,North Indian
378436,Indian
378469,Biryani
378469,North Eastern
378469,Kebabs
378469,Indian
378475,Indian
378475,Bakery
378475,Biryani
378482,Continental  Indian  Chinese
378508,Sweets  Snacks  Chaat
378527,North Indian
378527,Chinese
378527,Combo
378527,Pizzas
378527,Beverages
378594,Fast Food
378594,Italian
378719,Continental
378719,Indian
378719,Chinese
378719,Beverages
378734,North Indian
378734,Biryani
378734,Hyderabadi
378734,Indian
378796,Indian
378796,Snacks
378854,North Indian
378854,Snacks
378902,Indian
378902,Continental
378902,Chinese
378921,Bakery
378921,Desserts
379007,Indian
379007,Chinese
379007,Continental
379013,North Indian
379046,Desserts
379046,Beverages
379046,Snacks
379083,Arabian
379083,South Indian
379083,Grill
379083,Barbecue
379083,Chinese
379083,Biryani
379083,Combo
379083,Ice Cream
379083,Juices
379083,Beverages
379100,Ice Cream
379100,Desserts
379100,Beverages
379121,Fast Food
379121,Beverages
379121,Indian
379121,Tandoor
379173,South Indian
379173,Continental
379173,Chinese
379218,Asian
379218,Mexican
379218,Snacks
379218,Fast Food
379224,Andhra
379224,South Indian
379224,Indian
379251,Arabian
379251,Fast Food
379271,Bakery
379273,North Indian
379273,Snacks
379281,South Indian
379281,Snacks
379281,Beverages
379342,American
379359,Maharashtrian
379495,Mughlai
379497,Indian
379497,Seafood
379518,South Indian
379518,Chinese
379616,Desserts
379616,South Indian
379616,Pizzas
379616,Fast Food
379616,Juices
379616,Snacks
379687,Continental
379718,South Indian
379740,Combo
379740,American
379776,Ice Cream
379776,Beverages
379796,Indian
379892,Desserts
379892,Ice Cream
379892,Healthy Food
379909,Chinese
379909,Snacks
379909,Beverages
379915,Indian
379915,Chinese
379942,Indian
379942,North Indian
379942,South Indian
379942,Biryani
379942,Pizzas
379942,Desserts
379942,Beverages
379995,North Indian
379995,Chinese
379995,Biryani
379995,Tandoor
380023,Asian  Chinese  Combo  Desserts  Indian  North Indian
380069,Continental
380069,Snacks
380069,Salads
380114,Continental
380114,North Indian
380114,South Indian
380114,Chinese
380118,Desserts  Snacks  Fast Food  Beverages  Combo
380177,North Indian
380177,Fast Food
380177,Chinese
380177,Biryani
380177,Pizzas
380177,Street Food
380189,Indian
380189,Bakery
380189,Sweets
380243,Kerala
380243,South Indian
380243,Indian
380243,Biryani
380346,Indian  South Indian
380368,Chaat
380368,Street Food
380368,Fast Food
380396,Indian
380396,Chinese
380396,Mughlai
380396,Biryani
380398,North Indian
380461,Sweets
380467,Pizzas
380467,Combo
380580,Chinese
380580,Desserts
380609,Barbecue
380609,Biryani
380609,Chinese
380632,Desserts
380632,Waffle
380638,Continental
380638,Indian
380686,Bakery
380686,Desserts
380710,Chinese
380756,Street Food
380756,South Indian
380756,Indian
380796,Biryani
380796,Chinese
380800,Sweets  Snacks
380806,Sweets  Snacks  Bengali
380837,Indian
381004,American
381004,Beverages
381004,Snacks
381037,Chinese
381056,Chinese
381056,Tandoor
381056,Fast Food
381056,Mughlai
381056,Combo
381056,Beverages
381060,Bakery
381076,Thai
381076,Indonesian
381076,Japanese
381076,Burmese
381153,Continental
381206,Chinese
381206,Kebabs
381216,Indian  Chinese  South Indian  Biryani  Tandoor  Snacks
381248,Chinese
381284,Beverages
381284,Ice Cream
381293,Sweets  Snacks
381296,Chinese
381298,Chinese
381309,Pizzas
381309,Chinese
381309,Italian
381309,Fast Food
381312,Chinese
381318,Chinese
381318,North Indian
381318,Indian
381318,Biryani
381318,Pastas
381318,Combo
381318,Beverages
381333,Chinese
381333,Indian
381334,Indian
381334,Chinese
381336,Beverages
381336,Healthy Food
381336,Salads
381339,Chinese
381343,Biryani
381343,Indian
381343,Chinese
381343,Seafood
381460,Chinese
381460,Snacks
381488,Indian
381535,Indian
381553,South Indian
381553,Snacks
381553,Indian
381612,Indian
381612,Arabian
381612,Chinese
381638,Chinese
381638,Fast Food
381671,Street Food
381671,Desserts
381671,Beverages
381688,Continental
381688,Desserts
381688,Beverages
381688,Snacks
381792,Beverages
381792,Snacks
381792,Fast Food
381792,Chaat
381792,Ice Cream
381804,Singaporean
381804,Malaysian
381825,Biryani
381825,Indian
381825,Chinese
381838,Bengali
381838,Continental
381896,Biryani
381896,North Indian
381896,Mughlai
381896,Beverages
381901,Pizzas
381901,Continental
381901,Pastas
381901,Fast Food
381901,Beverages
381906,Healthy Food
381965,Indian
381965,Kebabs
382138,Biryani
382138,Indian
382138,Chinese
382190,South Indian
382190,Beverages
382194,Chinese
382194,Indian
382194,Kebabs
382216,Chinese
382216,Combo
382216,Beverages
382430,Indian
382430,Chinese
382537,Punjabi
382537,Tandoor
382537,Chinese
382565,Chinese
382565,South Indian
382565,Snacks
382566,Indian
382566,Chinese
382566,Thalis
382802,South Indian
382802,Chinese
382802,Fast Food
382802,Snacks
382814,Street Food
382814,Fast Food
382814,Tex-Mex
382861,Indian
382861,Chinese
382861,Biryani
382861,Tandoor
382862,American
382862,Indian
382904,Chaat
382904,Juices
382904,Beverages
382938,Juices
382938,Beverages
382954,Bakery
382954,Desserts
382978,Street Food
382978,Biryani
382978,Indian
382994,Chinese  North Indian  Fast Food  Mughlai  Indian  Seafood  Kebabs  Thalis
383038,Pizzas
383038,Fast Food
383042,Bakery  Desserts
383044,Indian
383044,American
383044,Italian
383044,Continental
383051,Juices  Beverages  Desserts
383057,Indian
383057,Fast Food
383057,Beverages
383084,Asian
383084,Chinese
383084,Burmese
383084,Thai
383084,Seafood
383098,Continental
383098,Pastas
383098,Pizzas
383176,Desserts
383270,Biryani
383270,Indian
383270,Chinese
383271,Bengali
383271,Combo
383275,Biryani
383275,Chettinad
383275,South Indian
383287,Biryani
383287,Mughlai
383287,Indian
383287,Tandoor
383287,Kebabs
383287,Snacks
383290,Biryani
383290,South Indian
383290,North Indian
383297,Snacks
383297,Beverages
383308,Chinese
383308,Asian
383392,Beverages
383392,Ice Cream
383421,Biryani
383421,Barbecue
383421,Chettinad
383421,Chinese
383458,Chinese
383458,Beverages
383485,Chinese
383485,Tandoor
383485,Seafood
383485,Biryani
383485,Indian
383502,Arabian  Fast Food
383573,Chinese
383615,Chinese
383615,Fast Food
383684,South Indian
383693,American
383693,Fast Food
383693,Snacks
383713,North Indian
383863,Desserts
384092,Ice Cream
384092,Healthy Food
384092,Desserts
384196,Street Food
384196,Snacks
384196,Pizzas
384196,South Indian
384242,Beverages
384242,Snacks
384242,Maharashtrian
384251,Indian
384251,Chinese
384251,Seafood
384251,Tandoor
384311,Thalis
384311,Punjabi
384311,North Indian
384311,Chinese
384311,Snacks
384311,Tandoor
384311,Biryani
384311,Combo
384326,Fast Food
384326,Pizzas
384326,Pastas
384326,Beverages
384429,Pizzas
384429,Pastas
384429,Italian
384429,American
384498,Fast Food
384498,Beverages
384498,Desserts
384498,Juices
384498,Snacks
384505,Indian
384505,Chinese
384505,Mughlai
384529,Indian
384529,Chinese
384529,Bengali
384540,Arabian
384540,Fast Food
384542,Fast Food
384542,American
384598,Chinese
384598,Snacks
384598,Desserts
384598,Beverages
384631,Fast Food
384632,Desserts
384767,Fast Food
384767,Italian
384767,Desserts
384770,Indian
384770,Fast Food
384770,Desserts
384773,Fast Food
384773,Continental
384773,Pizzas
384773,Snacks
384773,Beverages
384773,Combo
384846,North Indian
384846,Indian
384846,Snacks
384846,Desserts
384890,Fast Food
384890,Italian
384890,Desserts
384978,Chinese
384978,Tandoor
384978,Mediterranean
384978,Kebabs
384978,Oriental
384978,Thai
384978,Snacks
384981,Chinese
384981,Tandoor
384981,Indian
384981,Biryani
385006,Pizzas
385006,Fast Food
385006,Beverages
385094,Fast Food
385094,Italian
385094,Desserts
385127,Italian
385127,Fast Food
385127,Beverages
385130,North Indian
385130,Biryani
385130,Chinese
385130,Tandoor
385130,Indian
385154,Fast Food
385154,Italian
385154,Desserts
385220,North Indian
385371,North Indian
385371,Mughlai
385371,Chinese
385371,Biryani
385371,Grill
385371,Barbecue
385371,Seafood
385371,Burmese
385375,Indian
385572,Indian  Chinese
385607,Biryani
385630,Sweets
385630,Snacks
385630,Indian
385630,Rajasthani
385802,Continental
385841,Chinese
385841,Fast Food
385841,North Indian
385870,Healthy Food
385872,Healthy Food
385873,Mexican
385874,Healthy Food
385875,Healthy Food
385876,Healthy Food
385880,South Indian
386004,Punjabi
386004,Indian
386006,Biryani
386011,Indian
386011,Oriental
386011,Continental
386066,North Indian
386066,Snacks
386066,Chaat
386082,Snacks
386088,Continental
386088,Thai
386088,Italian
386088,Asian
386088,Indian
386088,American
386095,Fast Food  Combo  Indian
386195,Chinese
386195,Biryani
386195,North Indian
386230,Combo
386230,North Indian
386270,Street Food
386270,Chinese
386270,Tibetan
386270,North Eastern
386270,Fast Food
386316,Pizzas
386316,Fast Food
386345,Chinese
386345,Asian
386351,Biryani
386351,Mughlai
386351,North Indian
386351,Desserts
386351,Beverages
386417,Pan-Asian
386417,Asian
386417,Chinese
386417,Japanese
386417,Sushi
386417,Thai
386417,Seafood
386417,Desserts
386446,Chinese
386516,Indian
386516,Mughlai
386548,Chinese
386548,Snacks
386562,Biryani
386562,Mughlai
386562,North Indian
386562,Desserts
386562,Beverages
386565,Biryani
386565,North Indian
386595,Fast Food
386595,Beverages
386637,Chinese
386637,Indian
386637,Snacks
386733,Pizzas
386742,Indian
386867,Beverages
386898,Indian
386898,Hyderabadi
386953,Combo
387061,South Indian
387091,Biryani
387276,Pizzas
387276,Pastas
387276,Healthy Food
387276,Continental
387279,Indian
387307,Fast Food
387322,Pizzas
387323,North Indian
387335,Biryani
387335,Hyderabadi
387335,Lucknowi
387335,Kebabs
387335,Mughlai
387335,North Indian
387335,Desserts
387335,Beverages
387356,North Indian
387356,South Indian
387382,Indian
387382,Biryani
387414,South Indian
387414,Fast Food
387414,Chinese
387500,Biryani
387500,Desserts
387500,Grill
387503,North Indian
387535,South Indian
387553,Continental  Italian  Chinese
387560,Indian
387646,Biryani
387646,Mughlai
387699,American
387699,Italian
387699,Indian
387718,Bakery
387718,Desserts
387718,Snacks
387722,Bakery
387722,Desserts
387722,Snacks
387752,Indian
387856,Indian
387856,Gujarati
387856,Thalis
387878,Snacks
387880,Arabian
387905,Biryani
387905,Chinese
387905,Arabian
387905,Indian
387953,Italian
387953,Continental
387953,Pizzas
387953,Salads
387953,Pastas
387953,Desserts
